score,text,klasifikasi
-5,gara gara lo bebal beli baju nongkrong mudik psbb kelar kelar kantor wfh gaji potong makan pakai gara gara lo egois susah goblok sadar bego laku lo susah indonesia,Negatif
0, berturutturut webinarnya parade sosialisasi simak berlaku wfh webinar kantor join audio ,Netral
0,ayo pergi wfh karokean on,Netral
0,jam normal jdwal wfh suruh atur tanggal,Netral
1,barusan info juni jdwal wfh wfo lebaran wfo tanggal alhamdulillah libur lebaran tanggal,Positif
1,kemarin info juni jdwal wfh tau realisasi,Positif
-1,wfh orang laptop lemoy,Negatif
-2,gas bos indak kasihankasiannya tim medis polisi satpol pp orangorang wfh orangorang kerja pandemi orangorang korban jahat korona,Negatif
0, minggu wfh cuti,Netral
3,wfh arti produktif semangat positif inspirasi hidup produktif makna simak programprogram smartfm hadir kota manado makassar,Positif
-1,mencet klakson kaget suara beda hmmm giat wfh,Negatif
0, wfh mei info kaya udahan deh ty wkwkwkwkwkkwwk,Netral
1,wfh nagih kerja lapang kayak wfh kzl,Positif
0,disiplin makan cemilan disiplin workout wfh,Netral
-2,tinggal kosan kondisi baju kotor makan stok beli skincare kosan wfh kampung halaman,Negatif
1, eneg psbb wfh tampolin lu work from hospital jir kayak tenaga medis ngeluh ,Positif
-1,minggu wfh hamdalah gila,Negatif
-1,salah manfaat wfh rambut eik bernafas volume kayak ijuk ranggas,Negatif
0,wfh mohon maaf lahir batinnyo via zoom wqwq eik habis langsung bungkus laptop masuakan tas eh ternyataaaaaaaaa bau pejabatpejabat ateh,Netral
-2, wfh aing takut mines mata berat badan ,Negatif
0,janna wfh ,Netral
-1, cari jumpa mujur along pon masuk office sok half office half wfh,Negatif
0,cermin wfh kolor uniform,Netral
0,wow mei cuti pulkam wow terimakasih loh wfh masuk kantor ,Netral
1,internet anak kos fasilitas wifi support akses data data kantor internal kerja produktif wfh program unpaid leave alhamdulillah thr ,Positif
0,butuh internet tingkat wfh tetring pc jam dijatah kuota habis tinggal bilang ,Netral
0,wfh ,Netral
0,uwu alamat kayak wfh ,Netral
0,komisioner sekretaris kpu kota tarak laksana rapat pleno minggu agenda bahas evaluasi laksana work from home wfh selasa,Netral
-10,wfh gaji potong thr tunjang kinerja bosan mampus rumah ketemu orang tua kampung masyarakat gubluk mall rame rame baju lebaran hujat medis parah salah pemerintah goblok anjing,Negatif
-1,wfh ayo bosan,Negatif
0,ih bayang kerja wfh kudu uang beli laptoppp properr eh laptop abu mu gilaak tahan ya,Netral
-1, wfh belanja offline ya,Negatif
-1, sia sia wfh ngemall pandemi mall untung hoby mall orang kena flu tular wabah erik,Negatif
-1, sesal beli mini gorilla pod benarbenar ribu faedah wfh ku sueneng rek,Negatif
-2, susah pem kerja wfh gantung krl,Negatif
0,direksi bumn kena semprot garagara titip absen rapat wfh,Netral
-2, malang kak mas arip samarinda kerja full wfh ungsi rumah ortuku,Negatif
0,hmm psbb hawa hawa wfh extend ,Netral
-1,huhu semenjak wfh celana rumah bolong,Negatif
1,mon maaf saye wfh ,Positif
-1, wfh bondo wan support apaapa orang kantor gaji full thr nyicil,Negatif
0,wfh webinarmengisi ,Netral
-1, periode wfh salah ahli suami olahraga jari kejar diskon kali checkout produk good deal barangbarang rumah tangga bayik xixi,Negatif
0, libur wfh wooooy gaji tunjang gede enak jabat sono,Netral
0, stund man motor kemarin akibat wfh gelembung,Netral
-3, sikon lihat kantor wfh enak orang tua toko gaboleh buka otomatis cari nafkahh,Negatif
0,patut jun max extend bah ku wfh maybe oct sok maybe ku extend juak july gia deh ku deh beli tiket mok tuka tarikh gik lak,Netral
-1,alhamdulillah ujan mati lampu listrik wilayah cibinong kitar moga ibadah taraweh kian mantap gelap wfh paksa tunda online ,Negatif
0,jatah libur suruh wfh jatah wfh suruh masuk ,Netral
1, wfh emotionally draining ku ambil jeda uninstall whatsapp coba jahit masker suai tutorial mamin puji tuhan ayem jahit rapi mesin jahit pakai tali kolor ,Positif
0, arti rakyat wfh ,Netral
0, rame grup masuk revisi wfo wfh sebel kemarin jadwal revisi ,Netral
-2,ya wfh sedih,Negatif
-1,iyo terperangkap kuantan wfh jgok lps rayo kajang ado dkat area taman guru,Negatif
0,habis sahur tidur bentar bangun langsung briefing online alhamdulillah selesai wfh puasa,Netral
0,eh demo duk kuantan wfh lepah rayo kelik ,Netral
0,haha ozone mmber kau gila power gaya raya kuantan haa wfh ,Netral
4,kbutuhan stok mie dikost tingkat x lipat wfh masuk kerja cek suhu jam kerja patroli apd info pakai masker kena alhamdulillah terima gaji thr full harap cepat deh pengin brnafas bebas,Positif
0,joined pakai dp gratis internet nyinyir golong wkwokwowkwo wfh buzzerp kerja keras ,Netral
-1, seriesnya nadao tuh kak kondo wfh skwkwkkw,Negatif
1,iya gaya busana ala wfh populer,Positif
0,aww wfh ,Netral
-1, pikir libur lebaran cuman ya nama tuntut kerja deadlinenya enak wfh gaji full mah lembur kayak ,Negatif
0,yrl cung ciwi wfh pakai bra,Netral
0,wfh phk massal effect gasss ,Netral
-1,insecure temanteman pamer body olahraga wfh roti sobek bulat,Negatif
0,cegah bobol hamil wfh fakta putar kontrasepsi,Netral
1, badan litbang ketenagakerjaan menteri ketenagakerjaan lembaga demografi fakultas ekonomi bisnis universitas indonesia laku survei online,Positif
0, usaha alami turun produksi henti produksi dampak pandemi hadap tenaga kerja,Netral
0,wfhwaktunya ngefangirl halu,Netral
0,wfh work from house ci,Netral
1,definisi wfh tampan,Positif
2,alhamdulillah pulsa internet awalawal wfh paket sembako ,Positif
0, wfh,Netral
0, uas daring masup kola anjir kerja wfh wfh ,Netral
0, wfh halu,Netral
-2,pemerintah wfh saaaay kerja ngubahngubah atur ya wajar kerjaane,Negatif
0,wfh boros kuota internet nyata boros mouse wfh scroll mouse jebol kali,Netral
-1, ajak omong giat wfh keluh kesah magang zaman kuliah ft podcast esok dengerinnnnn,Negatif
-2,butuh kuota komunikasi asa plus wfh widi rumah cabut support kantor kena potong gaji,Negatif
-1, wfh burnout literally work life balance wfh rumah jdnya anggap anggap ngpn lebi produktif update signifikan hasil vicon kenal jelasjelas cuti vicon brsamaan,Negatif
-5, kuat tegar tau harih janganjangan ledak ya allah tolong lancarin ibadah malam ganjil tolong lelah wfh kemarin sabar langit pulang pahala ya allah,Negatif
-1, info teman kerja pln wfh hitung pln double bayar utang ,Negatif
0,hai isok loading detik rupane kaken wfh kimia pudar ,Netral
1,finally minum tuku wfh beli tega abang anter pengin beli huhuhu terima kasih abang grab depok,Positif
-2, covid dengar kabar layoff susah cari kerja kerja stres new normal wfh suka bersit pengin bisnis bisnis tahan pandemi,Negatif
0, giat wfh,Netral
0,makasiihh kakaa kak anes semangat wfh ,Netral
-2,orang wfh kerja dilimpahin tahi,Negatif
2, duit internet k n uang makan wfh alhamdulillah,Positif
0, wfh massal,Netral
0, wfh aktif deh sertifikat webinar gabut mank kerja,Netral
-1, gangerti politik iur bpjs tuju pandemik kayak emgsii sehat no pandemik kayak boroboro iur cari nafkah susah orangorang kena wfh terima gaji ,Negatif
-1, wfh hotelier kerja wfh support berik bentuk support,Negatif
0, kerja dikerjain wfh dikit foto kali ,Netral
0,tanggal masuk tanggal cuti yaudaaaahh wfh ajaaaaaaaa,Netral
0, suka selfie filter bedak wfh,Netral
-4, pagi masuk kantor wfh pulang sore jalan rame serame macet tuh jalan kayak apaapa neger orang bela stay at home sia,Negatif
-1, wfh covid bukabuka email rekrut karyawan iseng ecek seram,Negatif
-1,sob wfh butuh tingkat support benefit usaha bantu bentuk,Negatif
0, himbauan unjung bandara mall sepi physical distancing masyarakat pemakaian masker tertib laku wfh benarbenar produktif kerjanyamasa pandemi ramadhan empathy thp ,Netral
0,wfh kampus ngejar sidang onlen ,Netral
1, wfh ku habis tunggu fabrikasi browsing kursi huhu suka hasil yey,Positif
0,dokumentasi cercah semangat wfh masamasa wfh tinggal minggu ,Netral
-1, gel duduk meja matras putus investasi belibikin meja wfh pandemi ,Negatif
-2,lrt asli ngeri riskan pribadi enak sa turun jalan kerja lock down psbb kantor asih bijak wfh segmen kerja bawa rumah moga sehat,Negatif
0, loba teuing wfh bro hahaha we rada kitu,Netral
1,cepat bumi suoaya wfh bahaya mun bijak wae ngke teu lila motivator we,Positif
-1,wfh libur wa kau mati nand,Negatif
0, wfh min ,Netral
0,simak obrol santai one on one kamis mei jam siang ig live,Netral
-1,semenjak wfh mata mulaaiii kontrol lihat laptop hape laptop hape,Negatif
-1,tuju gapenting kayak kerja wfh ya ,Negatif
0,wawawah bayang deh ah moga wfh mah,Netral
-1,pesta buku raya judul sekolah tulis puaka sekutu terbit must read harga rm masuk pos lazada,Negatif
1,judul tip ubatubatan selamat tulis g siew hua terbit terbit usm harga rm,Positif
-1,statistik menteri kesihatan malaysia kes baharu lapor angka mati kes kes mati,Negatif
0,iya kilo gin tuh kerja loh wfh apaapa nikmat ,Netral
-1, shalat ajar shalat wfh,Negatif
1,kerja kerja industri uang tuntut operasi suai otoritas berlaku berik ayan relaksasi masy dampak covid wilayah shifting wfh wfo,Positif
-4,tidur habis sahur subuh pusing ya sekal bangun jam buru mandi otw kantor wfh mei haha kayak orang panik takut telat aduh tam tam,Negatif
0,maksud proses batal tanggal libur cuti kerja wfh ,Netral
0,wfh mei,Netral
0,startup indonesia luncur platform mudah koordinasi wfh,Netral
2,dian sastrowardoyo andal galaxy s ultra bikin konten wfh,Positif
0,modal ribu meja kursi biar nyaman wfh barang ex kantor harga murah,Netral
-1, niat omong wfhwork from home wtf,Negatif
-2, wfh ketemu orang tua jam ,Negatif
0, kabel l solusi kah besok pakai wfh ,Netral
0,halo internet jam wfh tolong bantu no pel,Netral
-1,okay min kompensasi ya wfh tethering ganggu tolong follow up kompensasi ,Negatif
0,alhamdulillah wfh besok sihada mei fokus ajar videografi ,Netral
2, makan dimsum arsyif sarap kantor hubung wfh area sudirman berkat jastipnya mas makan dimsum arsyif untung sen deh libur lebaran,Positif
-2,sekal zoom pakai xl aman pasang indihom salah putus wfh ,Negatif
2, mbak ranah salam kenal nama mbak bagus tau arti oh meni mbak sibuk wfh bikin kue mbak keteter kerja,Positif
0,halo nuansa semenjak kerja bunda ganti bikin kue semenjak wfh masak bareng bunda tuh,Netral
-3, baca karya beliau luculucu pe material hahaha sibuk wfh coba waras deadline ngejar kayak setan,Negatif
1,wfh serap energi asli gamampu maintain mood interaksi orang,Positif
-2,wfh orangorang langsung ramerame ya salah orangorang kesel senang beda ,Negatif
-1, kesel kerja ajar online efektif urang karyawan gaji bayar wfh bayar dll senang kumpul keluarga kayak ,Negatif
0,jujur takut wfh tidur berantak jam,Netral
-1,tolong pikirin rasai wfh libur sekal butuh istirahat,Negatif
0,bye wfh bye kerja bye pokok,Netral
0, rangka wfh,Netral
0, wfh,Netral
0,mei dadine mlebu orapopo wfh wes sukur nemen,Netral
1, cepat kirim slow respon alas wfh cuti lebaran hhh banyakkk,Positif
0,wfh hayo,Netral
-1, wfh otak pakai bos,Negatif
-1,ikan wfh kosong,Negatif
-1,psbb gaes wfh sehatsehat kemanamana ya gapapa bosan rumah selamat hugs tahan,Negatif
-1,tanggal juni wfh lingkung kerja rumah ngips ketemu bu marni deh,Negatif
-3,orang karyawan bpom wfh lupa keramas pakai sabun shampoo guyur sadar,Negatif
-2,lihat kondisi kayak sesal minggu beli kursi kerja wfh hitung hitung investasi biar tulang punggung bongkok mesti duduk laptop jam ayodong indonesia tuntas misi travelling ,Negatif
0,wfh segan bikin maket ku ,Netral
0,peak season tidur jam wfh tidur jam,Netral
0,wkwkw iya iseng pakai nama teman kaget tuh terima asa kirim hadiah teman pakai nama hibur deh paket wfhwfo ,Netral
0,wfh kantor wfo diemnya,Netral
-1,wfh jual sunsilk hijab orangorang rumah jarang pakai hijab,Negatif
0,semenjak wfh kangen pacar,Netral
0, wfh ,Netral
0,target nk khatam nk abis juzuk time wfh pulun deh masuk ofis timing caca marba,Netral
0,afal wfh versi pakai we ef ha,Netral
-1,eh maaf ya wfh work from home afal baca we ef ha dabel yuk ef eic,Negatif
0,wfh makan sikkk,Netral
0,kantor kash tanggal juni masuk anies umumin extend psbb kantor email wfh till further notice,Netral
0,wfh kanaba,Netral
0, kerja lebaran yeay rabu deh masuk full wfh ,Netral
0, wfh po minggu kantor dsuruh masuk full tanggal,Netral
-2,otak body penat hati gumbira hehe esok wfh and then oyey cuti cuti rumah aha,Negatif
0, kota cimahi wfh smuanya ngantor normal kayak ,Netral
-2, angst nagih baca yoonjin wfh cerita yoongi benci keluarga,Negatif
-1, ilmu ya wfh ,Negatif
3,syukur wfh habis momen hidup sayang ku masak bareng puasa bareng jalan sore n tonton movie sayang momen kukenang moga wfo kuat ya love you sayang,Positif
-2, wfh berat badan turun kayak minus silinder mata ,Negatif
-1,salah hasil wfh ,Negatif
1,bpk said sawangen awak saiki kuru apik bocah tau mangan huhuhuhu utuh wfh kurus,Positif
0,wfh coy,Netral
0,cirebon mei absen online bawaslu kota cirebon rutin adakan kerja work from home wfh,Netral
0,cirebon mei absen online bawaslu kota cirebon rutin adakan pagi sore kerja work from home wfh,Netral
1,untung swasta libur bablas masuk juni psbb sambung wfh,Positif
-2,wfh bikin lupa sibuk tingkat kerja rumah kerja diselasela wfh stres tingkat akibat tekan kerja ,Negatif
1, wfh nyedot kuota segitu harga tonton episode tunggu tipi hratish,Positif
0, kerja libur lebaran sesi maaf an salam an kantor sepi wfh kali beda benarbenar asa lebaran,Netral
0,percaya sekal utara wfh,Netral
-1,wes t suwe pengin sinau tur urung wektune saiki pikir wfh soale jam jalan ng kantor ki ya lumayan nek dinggo sinau ,Negatif
-2,tanggal mei kerja rumah tolak masuk kantor iri berat pns pemprov dki psbb wfh juni cc,Negatif
-1,gel wfh isi meeting pagi entar malam jem beeee,Negatif
0,lu baikbaik al kena wfh jepun deh bangkit ,Netral
0,mantap wfh ,Netral
0, wfh ,Netral
-1,ira wfh masuk botak ck,Negatif
1,sungguh wfh maksimal bray haha,Positif
0, jam kantor kacau semenjak bijak wfh serang halhal kayak absen ,Netral
-2, ih smenjak wfh muka bruntusan melulu bingung kasih ,Negatif
-1,langsing wfh ya,Negatif
0,wfh ku ternak,Netral
-1,ya nama wfh ,Negatif
0, masuk besok libur lusa wfh lebaran,Netral
-1, kantor masuk kategori sektor kecuali masuk dita kantor masuk kantor ganti wfh,Negatif
-1,iya dita dita arti full wfh ya,Negatif
-2,kerokankoyoan minum air jaheair bawang antanginpanadol mempan jalan ninja gaess ku pakai untukbertahan wfh ,Negatif
1, kondisi normal kondisi pandemi rakyat larang keluyur masuk stop kerja wfh kondisi negara penuh butuh pokok suai uu karantina wilayah uang t presiden,Positif
0, nemenin wfh sopeeeee ,Netral
0, dkt srwk deh pkp lps flight xdaq early june nant mntk ihsan bos wfh kali tangis pagi raya,Netral
0,wfh ,Netral
0,hahahahah erti tmnkuk maaf ya wfh cepat marah ,Netral
1,wfh kantor es staff,Positif
-2,wfh picu kreativitas otak tumpul,Negatif
2, wfh arti ngantor iya mudik atur dadak bikin bijak usaha ,Positif
0,tuju mabar alumni target serang wfh bu faiz,Netral
-1,cabut psbbtidak kasihan karyawan mall karyawan peeusahaan rumah gaji psbb gaji seberapapns asn enak gaji kerja wfh,Negatif
-5,faktor otak wfh ya tonton ulang kali paham isi,Negatif
0, wfh potong rambut lumayan gondrong video call kayak tonton aheng kerja komputer laku random,Netral
-1, malang mbak wfh hehehehe mbak lia bandung,Negatif
1,capek bun yuyur tahap mager kerjakelamaan wfhtapimaubagaimana selamat lebaran ya bun selamat lebaran luv uuuu,Positif
-2, iya beli meja ajar kursi perkara wfh,Negatif
1,wfh berat kuota asli insentif kayak heran,Positif
0,masuk masuk technically jadwal wfh ku gangaruh,Netral
1, kantor jadwal wfh suasana kayak reuni akbar saking ketemu rekan ghibah,Positif
1,heran heran wfh suka kucing ckck,Positif
-1,o jadwal vander biar mamam sembarang capek dasar aktifitas vander wfh,Negatif
-3,kocak lihat mama meeting online beda ya wfh orang single anak kocak parah rame ,Negatif
1, bumn wfh tibatiba cuti tiada jepit ,Positif
0,wfh puasa,Netral
-1,mbak kalis wfh glowing ya buthek hahaha,Negatif
-2, mudik piket kantor en corona beres biar mudik kampung pengin wfh ihiy syukur kali ah rumah pengin ganti,Negatif
-1,oh psbb dijakarta kantor suruh wfh ya cung,Negatif
0,kemarin kena wfh skalinya masuk kantor tau kerja,Netral
-1,asli lamalama malas nama wfh wfh ribet mending terjun langsung lapang ketemu customer layan kamar ,Negatif
0, video kak y kasih caption kangen hihi wfh,Netral
-1,palinh benci wfh enak tau tanggal merah suruh kerja,Negatif
-3, alas perkara bosan jalan kesel lihat angkuh kasih enak wfh gaji ngeluh banding banding hidup hoek,Negatif
0,tanggal gaklibur sayang wfh wfh ya suruh ngantor okeshiaaappp,Netral
0, latih wfh wak pakai google meet telegram dikabarin lowong eos indonesia wak minat kah ,Netral
-1,wfh happy ya,Negatif
0,hmm minggu kali je office wfh ogos ,Netral
0,hahaha kau wfh ek,Netral
0, wfh reply email pon haha,Netral
-1, wfh serius ,Negatif
0, wfh,Netral
-2, sore rute suami motor kantor urus salam suami wfh syok speechless lihat jalan,Negatif
-1,mung sedino wae pelit ya b haha untung jadwal wfh haha,Negatif
1,repot bamget grupsegala suruh bikin video raya pakai dresscode wfh elaah cuci muka malas suruh bikin video,Positif
0,gaboleh dek wfh ,Netral
0,wfh oy hadir fisik setel dengar kayak dengar radio,Netral
